
=== attempt 1/600, success 0/200, seed=3000 ===
bimanual task: left tray push + right block place
tray start: [-0.04515761  0.14809546  0.018     ]
tray goal: [0.09473986 0.14809546 0.018     ]
block start: [-0.02140322 -0.13022647  0.025     ]
left approach waypoint: [-0.20315761  0.14809546  0.143     ]
left contact waypoint: [-0.20315761  0.14809546  0.043     ]
phase=tray_approach | L err=0.248 xy=0.167 z=0.183 | tray goal=0.140 | R err=0.299 grip=0.008 | block xy=0.249 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.279
phase=retreat | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.084 grip=0.037 | block xy=0.025 z=0.013 | lift=0.063 speed=0.100 | tray_xy=0.010
phase=retreat | L err=0.048 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.075 grip=0.037 | block xy=0.025 z=0.012 | lift=0.072 speed=0.056 | tray_xy=0.008
phase=retreat | L err=0.047 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.071 grip=0.037 | block xy=0.025 z=0.012 | lift=0.076 speed=0.025 | tray_xy=0.006
phase=retreat | L err=0.047 xy=0.028 z=0.038 | tray goal=0.054 | R err=0.068 grip=0.037 | block xy=0.025 z=0.036 | lift=0.054 speed=0.565 | tray_xy=0.005
phase transition: retreat -> done
finished: tray_ok=True, block_ok=True, success=True
saved demonstration: demonstrations_lr_train_resume1\episode_0000.npz
kept successful episode: demonstrations_lr_train_resume1\episode_0000.npz

=== attempt 2/600, success 1/200, seed=3001 ===
bimanual task: left tray push + right block place
tray start: [-0.03010204  0.16253105  0.018     ]
tray goal: [0.10779171 0.16253105 0.018     ]
block start: [ 0.01537301 -0.13767761  0.025     ]
left approach waypoint: [-0.18810204  0.16253105  0.143     ]
left contact waypoint: [-0.18810204  0.16253105  0.043     ]
phase=tray_approach | L err=0.258 xy=0.182 z=0.183 | tray goal=0.138 | R err=0.276 grip=0.008 | block xy=0.221 z=0.301 | lift=0.000 speed=0.020 | tray_xy=0.304
phase=tray_approach | L err=0.258 xy=0.182 z=0.183 | tray goal=0.138 | R err=0.276 grip=0.008 | block xy=0.221 z=0.301 | lift=-0.000 speed=0.039 | tray_xy=0.304
phase=tray_approach | L err=0.226 xy=0.173 z=0.146 | tray goal=0.138 | R err=0.272 grip=0.008 | block xy=0.221 z=0.294 | lift=-0.001 speed=0.001 | tray_xy=0.304
phase=tray_approach | L err=0.179 xy=0.159 z=0.083 | tray goal=0.138 | R err=0.269 grip=0.008 | block xy=0.221 z=0.290 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.157 xy=0.146 z=0.057 | tray goal=0.138 | R err=0.269 grip=0.008 | block xy=0.221 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.134 xy=0.129 z=0.034 | tray goal=0.138 | R err=0.269 grip=0.008 | block xy=0.221 z=0.289 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.118 xy=0.116 z=0.020 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.102 xy=0.102 z=0.006 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.086 xy=0.085 z=0.014 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.079 xy=0.076 z=0.023 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.070 xy=0.064 z=0.028 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_approach | L err=0.060 xy=0.052 z=0.031 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase transition: tray_approach -> tray_contact
phase=tray_contact | L err=0.072 xy=0.037 z=0.061 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase=tray_contact | L err=0.056 xy=0.030 z=0.047 | tray goal=0.138 | R err=0.268 grip=0.008 | block xy=0.221 z=0.288 | lift=-0.001 speed=0.000 | tray_xy=0.304
phase transition: tray_contact -> tray_push
phase=tray_push | L err=0.142 xy=0.139 z=0.027 | tray goal=0.127 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.303
phase=tray_push | L err=0.099 xy=0.099 z=0.005 | tray goal=0.087 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.303
phase=tray_push | L err=0.086 xy=0.085 z=0.010 | tray goal=0.074 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.305
phase=tray_push | L err=0.081 xy=0.080 z=0.017 | tray goal=0.069 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.080 xy=0.079 z=0.017 | tray goal=0.069 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.080 xy=0.078 z=0.017 | tray goal=0.069 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.079 xy=0.077 z=0.016 | tray goal=0.068 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.078 xy=0.077 z=0.016 | tray goal=0.068 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.078 xy=0.076 z=0.016 | tray goal=0.067 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.077 xy=0.076 z=0.016 | tray goal=0.067 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.306
phase=tray_push | L err=0.076 xy=0.074 z=0.015 | tray goal=0.067 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.307
phase=tray_push | L err=0.075 xy=0.074 z=0.015 | tray goal=0.066 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.307
phase=tray_push | L err=0.074 xy=0.073 z=0.015 | tray goal=0.066 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.307
phase=tray_push | L err=0.073 xy=0.072 z=0.015 | tray goal=0.064 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.307
phase=tray_push | L err=0.072 xy=0.071 z=0.014 | tray goal=0.062 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.308
phase=tray_push | L err=0.071 xy=0.069 z=0.014 | tray goal=0.060 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.309
phase=tray_push | L err=0.070 xy=0.069 z=0.014 | tray goal=0.059 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.309
phase=tray_push | L err=0.069 xy=0.068 z=0.014 | tray goal=0.058 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_push | L err=0.068 xy=0.067 z=0.014 | tray goal=0.057 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_push | L err=0.068 xy=0.067 z=0.014 | tray goal=0.056 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_push | L err=0.068 xy=0.066 z=0.014 | tray goal=0.056 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_push | L err=0.067 xy=0.066 z=0.014 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase transition: tray_push -> tray_retreat
phase=tray_retreat | L err=0.114 xy=0.010 z=0.113 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.114 xy=0.013 z=0.113 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.116 xy=0.023 z=0.113 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.119 xy=0.035 z=0.114 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.122 xy=0.045 z=0.114 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.126 xy=0.055 z=0.114 | tray goal=0.055 | R err=0.268 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.130 xy=0.064 z=0.114 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.133 xy=0.070 z=0.112 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.131 xy=0.073 z=0.109 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.127 xy=0.073 z=0.103 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.120 xy=0.071 z=0.096 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.111 xy=0.067 z=0.088 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.097 xy=0.061 z=0.075 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.085 xy=0.056 z=0.064 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.081 xy=0.054 z=0.060 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.287 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.079 xy=0.052 z=0.058 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.076 xy=0.051 z=0.057 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.074 xy=0.049 z=0.055 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.072 xy=0.048 z=0.054 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.070 xy=0.046 z=0.053 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=tray_retreat | L err=0.068 xy=0.045 z=0.051 | tray goal=0.055 | R err=0.267 grip=0.008 | block xy=0.221 z=0.286 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase transition: tray_retreat -> right_above
phase=right_above | L err=0.064 xy=0.042 z=0.048 | tray goal=0.055 | R err=0.261 grip=0.008 | block xy=0.216 z=0.282 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.060 xy=0.039 z=0.045 | tray goal=0.055 | R err=0.233 grip=0.008 | block xy=0.194 z=0.265 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.058 xy=0.037 z=0.044 | tray goal=0.055 | R err=0.219 grip=0.008 | block xy=0.183 z=0.257 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.056 xy=0.036 z=0.043 | tray goal=0.055 | R err=0.206 grip=0.008 | block xy=0.172 z=0.248 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.054 xy=0.035 z=0.041 | tray goal=0.055 | R err=0.192 grip=0.008 | block xy=0.162 z=0.239 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.053 xy=0.034 z=0.040 | tray goal=0.055 | R err=0.180 grip=0.008 | block xy=0.153 z=0.230 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.051 xy=0.033 z=0.039 | tray goal=0.055 | R err=0.159 grip=0.008 | block xy=0.138 z=0.214 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.050 xy=0.032 z=0.038 | tray goal=0.055 | R err=0.146 grip=0.008 | block xy=0.130 z=0.203 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.049 xy=0.031 z=0.038 | tray goal=0.055 | R err=0.131 grip=0.008 | block xy=0.120 z=0.189 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.048 xy=0.031 z=0.037 | tray goal=0.055 | R err=0.108 grip=0.008 | block xy=0.104 z=0.164 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.047 xy=0.030 z=0.036 | tray goal=0.055 | R err=0.094 grip=0.008 | block xy=0.094 z=0.144 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.046 xy=0.030 z=0.036 | tray goal=0.055 | R err=0.085 grip=0.008 | block xy=0.083 z=0.120 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.046 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.085 grip=0.008 | block xy=0.074 z=0.095 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.046 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.087 grip=0.008 | block xy=0.070 z=0.083 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.046 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.087 grip=0.008 | block xy=0.063 z=0.076 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.045 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.084 grip=0.008 | block xy=0.059 z=0.076 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.045 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.078 grip=0.008 | block xy=0.052 z=0.078 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.045 xy=0.029 z=0.035 | tray goal=0.055 | R err=0.071 grip=0.008 | block xy=0.045 z=0.081 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.065 grip=0.008 | block xy=0.040 z=0.085 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=right_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.061 grip=0.008 | block xy=0.036 z=0.087 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase transition: right_above -> open_above
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.058 grip=0.024 | block xy=0.033 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.057 grip=0.032 | block xy=0.031 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.056 grip=0.035 | block xy=0.031 z=0.089 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.056 grip=0.036 | block xy=0.030 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=open_above | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.056 grip=0.037 | block xy=0.030 z=0.088 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase transition: open_above -> descend
phase=descend | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.076 grip=0.037 | block xy=0.027 z=0.077 | lift=-0.001 speed=0.000 | tray_xy=0.310
phase=descend | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.053 grip=0.037 | block xy=0.026 z=0.052 | lift=-0.001 speed=0.055 | tray_xy=0.310
phase=descend | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.038 grip=0.038 | block xy=0.022 z=0.037 | lift=-0.001 speed=0.016 | tray_xy=0.310
phase transition: descend -> close
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.024 grip=0.034 | block xy=0.021 z=0.019 | lift=-0.002 speed=0.010 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.022 grip=0.034 | block xy=0.020 z=0.018 | lift=-0.002 speed=0.004 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.021 grip=0.034 | block xy=0.020 z=0.017 | lift=-0.002 speed=0.004 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.020 grip=0.033 | block xy=0.019 z=0.017 | lift=-0.002 speed=0.003 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.019 grip=0.033 | block xy=0.019 z=0.016 | lift=-0.002 speed=0.003 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.019 grip=0.033 | block xy=0.019 z=0.016 | lift=-0.002 speed=0.003 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.018 grip=0.033 | block xy=0.019 z=0.015 | lift=-0.002 speed=0.003 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.017 grip=0.033 | block xy=0.018 z=0.015 | lift=-0.002 speed=0.003 | tray_xy=0.310
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.017 grip=0.033 | block xy=0.018 z=0.015 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.016 grip=0.033 | block xy=0.018 z=0.014 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.016 grip=0.033 | block xy=0.018 z=0.014 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase=close | L err=0.045 xy=0.028 z=0.035 | tray goal=0.055 | R err=0.015 grip=0.033 | block xy=0.018 z=0.013 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase=close | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.015 grip=0.033 | block xy=0.017 z=0.013 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase=close | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.014 grip=0.033 | block xy=0.017 z=0.013 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase=close | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.014 grip=0.033 | block xy=0.017 z=0.012 | lift=-0.002 speed=0.002 | tray_xy=0.311
phase transition: close -> lift
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.154 grip=0.033 | block xy=0.017 z=0.012 | lift=-0.001 speed=0.097 | tray_xy=0.310
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.155 grip=0.033 | block xy=0.017 z=0.012 | lift=-0.001 speed=0.086 | tray_xy=0.307
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.156 grip=0.032 | block xy=0.017 z=0.012 | lift=-0.001 speed=0.066 | tray_xy=0.304
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.158 grip=0.032 | block xy=0.016 z=0.013 | lift=-0.001 speed=0.058 | tray_xy=0.302
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.159 grip=0.032 | block xy=0.016 z=0.013 | lift=-0.001 speed=0.049 | tray_xy=0.300
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.159 grip=0.032 | block xy=0.016 z=0.013 | lift=-0.000 speed=0.040 | tray_xy=0.299
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.159 grip=0.032 | block xy=0.016 z=0.013 | lift=0.001 speed=0.031 | tray_xy=0.298
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.156 grip=0.032 | block xy=0.016 z=0.013 | lift=0.004 speed=0.036 | tray_xy=0.298
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.153 grip=0.032 | block xy=0.016 z=0.013 | lift=0.008 speed=0.043 | tray_xy=0.298
phase=lift | L err=0.045 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.149 grip=0.032 | block xy=0.016 z=0.013 | lift=0.012 speed=0.046 | tray_xy=0.299
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.145 grip=0.032 | block xy=0.016 z=0.013 | lift=0.017 speed=0.048 | tray_xy=0.299
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.140 grip=0.032 | block xy=0.017 z=0.013 | lift=0.022 speed=0.050 | tray_xy=0.299
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.135 grip=0.032 | block xy=0.017 z=0.013 | lift=0.027 speed=0.052 | tray_xy=0.299
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.130 grip=0.032 | block xy=0.017 z=0.012 | lift=0.032 speed=0.055 | tray_xy=0.299
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.125 grip=0.032 | block xy=0.017 z=0.012 | lift=0.038 speed=0.060 | tray_xy=0.299
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.119 grip=0.032 | block xy=0.017 z=0.012 | lift=0.044 speed=0.068 | tray_xy=0.300
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.112 grip=0.032 | block xy=0.017 z=0.012 | lift=0.051 speed=0.074 | tray_xy=0.300
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.105 grip=0.032 | block xy=0.018 z=0.012 | lift=0.058 speed=0.078 | tray_xy=0.301
phase=lift | L err=0.046 xy=0.028 z=0.036 | tray goal=0.055 | R err=0.097 grip=0.032 | block xy=0.018 z=0.011 | lift=0.066 speed=0.081 | tray_xy=0.301
phase=lift | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.090 grip=0.032 | block xy=0.018 z=0.011 | lift=0.073 speed=0.064 | tray_xy=0.302
phase=lift | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.085 grip=0.032 | block xy=0.018 z=0.011 | lift=0.078 speed=0.036 | tray_xy=0.303
phase transition: lift -> place_above
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.304 grip=0.032 | block xy=0.018 z=0.011 | lift=0.080 speed=0.045 | tray_xy=0.303
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.294 grip=0.032 | block xy=0.017 z=0.012 | lift=0.066 speed=0.339 | tray_xy=0.288
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.284 grip=0.032 | block xy=0.017 z=0.013 | lift=0.047 speed=0.334 | tray_xy=0.271
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.277 grip=0.032 | block xy=0.016 z=0.014 | lift=0.033 speed=0.216 | tray_xy=0.257
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.269 grip=0.032 | block xy=0.016 z=0.014 | lift=0.029 speed=0.134 | tray_xy=0.245
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.258 grip=0.031 | block xy=0.016 z=0.015 | lift=0.032 speed=0.126 | tray_xy=0.234
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.246 grip=0.031 | block xy=0.016 z=0.014 | lift=0.038 speed=0.131 | tray_xy=0.222
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.232 grip=0.031 | block xy=0.016 z=0.014 | lift=0.046 speed=0.153 | tray_xy=0.211
phase=place_above | L err=0.046 xy=0.028 z=0.037 | tray goal=0.055 | R err=0.218 grip=0.031 | block xy=0.017 z=0.014 | lift=0.057 speed=0.178 | tray_xy=0.199
